Storm Name,Storm Level,Casualties,Location
Carter,4,221,Boston
Harvey,2,220,Venice
Lorraine,1,92,Rochester
Erick,4,278,Portland
Erica,4,72,Anaheim
Tyson,1,136,Stockton
Melinda,4,23,El Paso
Rocco,2,280,Reno
Russel,2,189,Houston
Carolyn,4,112,Pittsburgh
Angelina,1,166,Charlotte
Louise,4,34,Richmond
Trisha,4,185,Richmond
Benny,1,126,Atlanta
Scarlett,4,63,Norfolk
Hadley,2,145,Phoenix
Chris,4,229,Tokyo
Denny,2,48,Lincoln
Alba,1,235,Otawa
Benny,3,144,Miami
Daniel,3,261,Bucharest
Daniel,4,173,Charlotte
Liliana,2,131,Tokyo
Shelby,1,172,Salt Lake City
Josephine,4,110,Jacksonville
Luke,1,153,Cincinnati
Martha,4,8,Escondido
Davina,4,231,Murfreesboro
Chelsea,3,73,Louisville
Kurt,3,221,Bellevue
Chad,1,112,Atlanta
William,1,29,Seattle
Hayden,2,254,Chicago
Raquel,1,45,San Bernardino
Gladys,2,15,Norfolk
Rosie,3,285,Bridgeport
Fred,2,105,Jersey City
Jacob,2,157,Rochester
Gladys,4,120,Louisville
Ronald,4,228,Tallahassee
Diane,3,265,Scottsdale
Margot,1,120,Norfolk
Taylor,1,135,Tulsa
Gemma,1,180,Atlanta
Brad,3,288,Otawa
Iris,4,191,Oakland
Julian,4,202,Tallahassee
Javier,2,231,Omaha
Daron,1,165,Irving
Oliver,2,256,Lisbon
Eduardo,2,78,Murfreesboro
Alexander,3,56,San Antonio
Kenzie,2,207,Berna
Meredith,3,52,Tallahassee
Tony,2,9,Lancaster
Alexia,1,88,Venice
Amelia,1,184,Quebec
Elise,3,48,Laredo
Rosie,1,290,Portland
Isabella,2,31,Lakewood
Rhea,1,173,Baltimore
Owen,1,194,Wien
Carmella,2,70,Fremont
Moira,4,206,San Bernardino
Carter,2,0,Detroit
Cedrick,2,60,El Paso
Eve,1,126,Los Angeles
Adela,3,245,Indianapolis
Leroy,4,30,Jersey City
Jayden,1,101,Lancaster
Moira,3,75,Tulsa
Fred,1,220,Richmond
Carmen,1,229,Chicago
Oliver,4,150,Rome
Michael,4,75,Berlin
Cassandra,2,225,Ontario
Mabel,4,176,Boston
Charlotte,4,260,Berna
Tyler,4,200,Houston
Alan,1,184,Henderson
Chelsea,3,242,Pittsburgh
Gil,2,102,Chicago
Chad,2,196,Santa Ana
Noemi,2,166,Las Vegas
Kurt,1,15,Denver
Shelby,2,146,Escondido
Emerald,3,186,Charlotte
Christine,1,269,Toledo
Selena,2,117,Henderson
Benny,1,262,Hollywood
Erick,3,194,Bakersfield
Luke,2,199,Hayward
Jenna,4,16,Dallas
Morgan,4,220,San Bernardino
Cara,3,140,Oklahoma City
Aisha,3,278,Kansas City
Owen,2,150,Quebec
Kendra,4,155,San Diego
Greta,3,25,Los Angeles
Julius,2,225,Omaha
Danny,2,5,Lancaster
John,1,41,Cincinnati
Sienna,3,139,Oklahoma City
Alessandra,2,15,Columbus
Morgan,2,53,Minneapolis
Catherine,2,221,Colorado Springs
Bethany,4,108,Wien
Mackenzie,2,268,Lakewood
Tom,4,238,Murfreesboro
Tyson,1,172,Lyon
Peyton,2,44,Henderson
Chadwick,1,203,Laredo
Rocco,2,107,Milwaukee
Anthony,1,121,Berlin
Rocco,3,54,Glendale
Tom,3,199,Fremont
Harry,4,217,Washington
Angelica,3,69,Reno
Andie,4,215,Madrid
Erica,3,228,Madrid
Rosemary,3,199,Tulsa
Carmella,1,92,Dallas
Skylar,3,15,Laredo
Anthony,3,10,Worcester
Maia,4,206,Phoenix
Gil,4,238,New York
Lana,4,82,Lakewood
Carolyn,1,52,Pittsburgh
Sabina,2,176,Washington
Jamie,3,164,Atlanta
Erick,2,56,San Antonio
Jennifer,4,297,Stockton
Rocco,2,121,Irving
Estrella,2,54,Indianapolis
Angelina,3,103,Colorado Springs
Paula,2,110,Memphis
Denny,2,88,Charlotte
Ellen,3,140,San Francisco
Kieth,1,17,Henderson
Elle,4,276,San Francisco
Sharon,3,34,Omaha
Rosemary,1,122,Saint Paul
Kieth,3,219,Laredo
Caleb,1,146,Milano
Chad,4,247,Milwaukee
Meredith,2,66,San Antonio
Juliet,2,1,El Paso
Rosa,1,218,Pittsburgh
Manuel,1,262,Otawa
Luke,2,263,Charlotte
Hannah,3,129,London
Taylor,3,24,Fremont
Hayden,4,180,San Francisco
Rosie,3,255,Berna
Noemi,2,240,Scottsdale
Leroy,4,39,Fremont
Tyler,3,89,San Francisco
Sarah,4,188,Amarillo
Tony,1,29,Hollywood
Nancy,3,154,El Paso
Rocco,3,130,Tulsa
Joy,3,255,Jersey City
Elise,3,135,Salt Lake City
Maxwell,3,73,Quebec
Harry,4,272,Henderson
Alan,2,244,Orlando
Ron,2,75,San Antonio
Faith,1,225,Innsbruck
Selena,1,113,Arlington
Renee,3,296,Minneapolis
Denny,2,152,Louisville
Liam,3,93,St. Louis
Leroy,4,117,Ontario
Tyler,2,193,Louisville
Gabriel,4,0,Laredo
Rosalyn,3,194,Arlington
Logan,2,143,New Orleans
Bryon,4,249,Scottsdale
Danny,4,134,San Francisco
Lily,3,89,Memphis
Maia,1,171,Stockton
Erica,2,99,Columbus
Mark,1,12,Anaheim
Chuck,2,256,Arlington
Marvin,2,18,Saint Paul
Ethan,2,192,Saint Paul
Samantha,2,116,Madison
Ruth,3,108,Fremont
Angela,3,67,Hayward
Benjamin,4,247,Wien
Denny,4,8,Scottsdale
Cristal,4,293,Saint Paul
Percy,3,221,San Diego
Gabriel,3,170,Paris
Brad,1,66,Norfolk
Destiny,2,72,Fayetteville
Tara,3,174,Hollywood
Susan,2,240,Portland
Martin,3,231,Berlin
Daron,4,200,Colorado Springs
Tom,1,191,Long Beach
Daron,3,16,Charlotte
Aiden,3,272,Otawa
Meredith,1,225,San Bernardino
Enoch,4,222,Atlanta
Meredith,2,93,Santa Ana
Boris,3,138,Worcester
Percy,4,74,Dallas
Ethan,1,265,Prague
Carter,4,21,Tulsa
Maxwell,1,242,Worcester
Gil,3,41,Innsbruck
William,2,79,Tulsa
Cedrick,1,101,Moreno Valley
Trisha,4,31,Madison
Ruth,4,299,Nashville
Fred,1,228,Fort Lauderdale
Catherine,4,266,Glendale
Rick,4,2,Glendale
Skylar,4,100,San Jose
Cadence,2,96,Nashville
Aisha,4,102,New Orleans
Gina,3,247,Fayetteville
Rocco,3,38,London
Percy,2,149,Philadelphia
Kurt,4,80,Salt Lake City
Catherine,3,181,Lisbon
Fiona,4,135,Toledo
Mason,2,105,Pittsburgh
Percy,4,281,Moreno Valley
Wade,4,287,Pittsburgh
Penny,4,137,Pittsburgh
Elise,3,68,Washington
Christine,4,240,Saint Paul
Greta,1,12,Rome
Mason,4,243,Tokyo
Rocco,4,156,Scottsdale
Felicity,3,274,Detroit
Mackenzie,2,228,Glendale
Louise,1,9,Laredo
Wade,1,103,Honolulu
Aurelia,4,129,Bridgeport
Nate,1,124,Paris
George,1,193,Washington
Kamila,4,287,Miami
Caleb,2,61,Richmond
Alessia,4,191,Lancaster
Phillip,3,188,Quebec
Miley,2,80,Long Beach
Rhea,1,172,Valetta
Beatrice,3,211,Atlanta
Lexi,1,266,Escondido
Carina,3,83,San Diego
Sylvia,3,239,New York
Thea,3,192,Louisville
Luke,3,186,Sacramento
Clint,4,239,Minneapolis
Hannah,2,41,El Paso
Marissa,3,101,Venice
Caleb,4,213,Tallahassee
Michael,1,201,Fremont
Maxwell,4,87,Berlin
Maya,3,68,Houston
Cedrick,4,282,Albuquerque
Cecilia,2,274,Philadelphia
Emery,1,208,Boston
Luke,1,103,Innsbruck
Daron,1,49,Oklahoma City
Nancy,4,67,Omaha
Denis,2,173,San Jose
Abdul,1,146,Salt Lake City
Marvin,2,241,Garland
Chuck,1,25,Detroit
Caleb,1,297,Jacksonville
Abdul,3,130,Toledo
Bridget,1,105,San Francisco
Juliet,3,88,New York
Freya,3,70,Huntsville
Marie,2,260,Hollywood
Julian,4,112,Sacramento
Willow,2,241,Richmond
Ethan,3,119,Honolulu
Chuck,4,134,Baltimore
Aisha,4,55,San Diego
Matt,1,18,Amarillo
Lana,3,135,Charlotte
Zara,4,207,London
Domenic,4,41,Zurich
Jules,1,102,Houston
Gil,4,20,Nashville
Samara,3,246,Stockton
Logan,2,260,Charlotte
Chad,1,143,Valetta
Ethan,1,21,New York
Chris,4,249,Indianapolis
Karen,3,88,Fayetteville
Renee,3,41,Toledo
George,4,172,Louisville
Wendy,4,66,Jersey City
Gemma,3,281,San Bernardino
Harvey,4,50,Milwaukee
Ramon,4,116,St. Louis
Piper,1,238,Prague
Kurt,1,117,Otawa
Rihanna,3,197,Scottsdale
Joy,3,175,Houston
Rosemary,3,132,Madrid
Cristal,2,32,Prague
Julius,3,82,San Francisco
Hannah,1,142,Oakland
Amelia,1,72,Atlanta
Bridget,1,176,Prague
Lucas,2,187,Lincoln
Doris,3,121,Madrid
Daron,4,195,Las Vegas
Benjamin,2,90,Bellevue
Nate,1,263,El Paso
Gabriel,2,282,Berlin
Teagan,4,110,Berlin
Lucas,4,67,Omaha
Wade,4,24,Charlotte
Trisha,3,80,Glendale
Madison,4,126,Long Beach
Mark,2,221,Washington
Carol,3,148,Paris
Lucas,3,221,Bridgeport
Phillip,1,220,Huntsville
Ryan,1,288,Nashville
Tyson,1,32,Lincoln
Abdul,2,9,Indianapolis
Kieth,1,271,Santa Ana
Aiden,2,270,Los Angeles
Angelique,4,186,Omaha
Destiny,1,148,Richmond
John,2,128,Rochester
Russel,3,131,Reno
Carter,3,92,Anaheim
Lana,2,283,San Francisco
Daron,1,68,Fort Lauderdale
Ryan,3,162,San Bernardino
Ilona,4,263,Rome
Scarlett,4,213,Berna
Hannah,4,55,Nashville
Clint,3,0,Garland
Joyce,1,40,Madison
Marvin,1,86,Salt Lake City
Paula,1,174,Hayward
Nicole,3,234,Philadelphia
Anabelle,3,148,Jersey City
Nick,4,273,Honolulu
Gabriel,3,74,Bakersfield
Claire,4,123,Charlotte
Bryon,3,181,Phoenix
Harvey,2,109,Tulsa
Liam,4,40,Worcester
Dakota,3,267,Irving
Dorothy,2,120,New Orleans
Sebastian,4,144,Salem
Barney,1,258,Memphis
Tony,4,246,Norfolk
Barry,3,111,Scottsdale
Jessica,2,201,Hollywood
Norah,4,223,Santa Ana
Estrella,1,18,Charlotte
Kieth,4,41,Memphis
Margaret,4,263,Rochester
Hayden,4,274,Phoenix
Martin,4,245,Detroit
Enoch,1,150,London
Elena,2,22,San Bernardino
William,4,269,Venice
Isabel,2,34,Seattle
Freya,3,143,Quebec
Doug,1,19,Philadelphia
David,2,64,Indianapolis
Felicity,2,228,Jacksonville
Cherish,4,5,Detroit
Cedrick,4,290,Pittsburgh
Elijah,4,135,Santa Ana
Alexia,3,149,Nashville
Savannah,2,63,Bakersfield
Matthew,3,138,Otawa
Abbey,3,102,Garland
Caleb,3,188,Lincoln
Matt,1,113,London
Adela,4,126,St. Louis
Ethan,4,133,Memphis
Julian,3,276,Columbus
Alexa,2,81,New Orleans
Maya,2,46,Honolulu
Rick,1,132,Richmond
William,1,250,New Orleans
Lindsay,2,47,Fremont
Domenic,1,23,Long Beach
Daniel,3,6,San Bernardino
Caleb,4,253,Wien
Harvey,3,160,Oakland
Carl,2,88,Houston
Angel,4,114,Bridgeport
Maggie,2,191,Tulsa
Emery,2,247,Oakland
Doug,1,174,Boston
Sonya,1,231,Oklahoma City
Alan,3,137,Paris
Ally,4,95,Madrid
Tony,2,111,Scottsdale
Valerie,1,88,Denver
Luke,4,247,Lyon
David,3,24,Santa Ana
Peter,1,261,Oklahoma City
Sebastian,4,136,Otawa
Paige,1,130,Kansas City
Tess,3,1,Innsbruck
Alba,4,188,Santa Ana
Nathan,4,133,Oakland
Nicholas,4,160,Pittsburgh
Carl,2,259,New Orleans
Johnny,3,179,Garland
Callie,2,186,Orlando
Russel,3,252,Lyon
Carrie,2,25,Colorado Springs
Florence,2,225,Venice
Marjorie,3,223,Paris
Daron,4,139,Murfreesboro
Chadwick,2,101,Indianapolis
Doug,2,295,Charlotte
Ryan,1,157,Lincoln
Raquel,2,24,Lakewood
Noah,4,195,Houston
Gladys,3,132,Milwaukee
Carol,2,98,Omaha
Harmony,1,195,Valetta
Aurelia,2,249,Sacramento
Evie,1,207,Reno
Wendy,3,176,Denver
Lucas,3,174,Columbus
Adela,4,285,Berna
Adalind,3,287,Colorado Springs
Fred,3,203,Paris
Nick,1,297,Baltimore
Bryce,4,217,San Francisco
Chuck,3,54,Lisbon
Harry,2,14,Portland
Leroy,2,115,Tokyo
Rosa,1,272,Murfreesboro
Aisha,1,121,San Bernardino
Anabel,3,234,Escondido
Dani,1,177,Fullerton
Liliana,3,280,Charlotte
Leroy,3,255,Colorado Springs
Ellen,3,284,Denver
Julian,1,62,San Jose
Greta,2,96,Venice
Carter,3,229,Milwaukee
Leah,4,128,Valetta
Bryon,1,297,Berlin
Fred,1,189,Portland
Kaylee,3,190,Baltimore
Alan,4,56,Baltimore
Dalia,1,296,Long Beach
Logan,4,245,Phoenix
Henry,2,162,Bakersfield
Teagan,1,89,Otawa
Enoch,3,149,Detroit
Elijah,1,290,Las Vegas
Sebastian,3,189,Reno
Rylee,1,197,Salem
Violet,2,285,Amarillo
Peyton,1,161,Dallas
Cara,3,146,Zurich
Angel,3,41,Escondido
Luna,4,254,Hayward
Melody,3,248,London
Peter,2,20,Scottsdale
Makena,3,167,Portland
Ember,3,98,Murfreesboro
Owen,1,83,Santa Ana
Audrey,4,111,Moreno Valley
Thea,3,40,St. Louis
Michael,2,47,Dallas
Boris,3,272,Jacksonville
Ramon,1,92,Madison
Bart,3,99,Salt Lake City
Cherish,2,10,Minneapolis
Chris,1,94,Quebec
Piper,3,77,Paris
Ron,2,205,New Orleans
Cecilia,2,151,Escondido
Karla,3,268,St. Louis
Marissa,1,8,St. Louis
Marvin,2,243,Stockton
Georgia,1,271,Paris
Chelsea,4,38,Boston
Chanelle,4,239,Fort Lauderdale
Susan,4,223,Garland
Eve,1,2,Orlando
Jenna,3,285,Phoenix
Chadwick,3,171,Milwaukee
Cedrick,2,97,Pittsburgh
Rowan,3,206,Rome
Destiny,2,266,Springfield
Leroy,3,156,Amarillo
Bob,1,132,Lisbon
Hannah,4,133,Toledo
Gwenyth,2,229,San Bernardino
Tyson,3,16,Bridgeport
Sebastian,2,143,Anaheim
Denny,3,157,Lyon
Kurt,1,189,Long Beach
Georgia,4,90,Hayward
Madelyn,1,180,Stockton
Katelyn,3,11,Berna
Georgia,3,260,Memphis
Gil,3,245,Indianapolis
Megan,2,129,Albuquerque
Cara,3,128,Bakersfield
Nick,2,70,New York
Carl,4,106,Venice
Lauren,3,24,Colorado Springs
Jayden,1,112,Lakewood
Anthony,1,258,St. Louis
Celina,3,115,Atlanta
Rose,1,282,Fort Lauderdale
Makena,2,291,Denver
Rihanna,2,259,Henderson
Benjamin,2,195,Milwaukee
Payton,2,166,Valetta
Ciara,2,280,Madrid
Victoria,2,255,Indianapolis
Scarlett,3,282,Quebec
Ronald,1,68,Tulsa
Ryan,2,220,Murfreesboro
Josh,1,105,Laredo
Aisha,3,160,Santa Ana
Matt,2,176,Innsbruck
Julian,3,128,Indianapolis
Doug,2,193,Arlington
Denis,1,3,Charlotte
Zoe,3,124,Atlanta
Chelsea,1,204,Amarillo
Emma,1,45,Tulsa
Marla,3,297,Sacramento
Regina,4,91,Garland
Clint,2,27,Detroit
Brad,3,183,Lyon
Penny,4,27,Kansas City
Oliver,4,146,Wien
Rocco,1,30,Atlanta
Brad,1,105,Bellevue
Gwen,2,36,Omaha
Estrella,1,250,Garland
Daron,3,42,Stockton
Lauren,2,237,Kansas City
Crystal,2,73,Hollywood
Daron,2,176,Paris
Maxwell,2,134,Tallahassee
Ellen,4,156,Pittsburgh
Ryan,1,59,Fullerton
Emery,1,296,Toledo
Enoch,2,46,Lyon
Erick,1,40,Madison
Joseph,2,195,Berlin
Bart,1,258,San Bernardino
Jolene,4,30,Jacksonville
Camden,1,86,Bucharest
Fiona,2,149,Memphis
Carter,1,131,Moreno Valley
Marigold,3,15,Chicago
Lucy,2,85,Lincoln
Sonya,1,39,Bridgeport
Harriet,1,115,Indianapolis
Vivian,4,43,Phoenix
Sadie,4,117,St. Louis
Carter,3,33,Valetta
Brad,4,186,Bakersfield
Alexander,4,72,Milwaukee
Gabriel,1,255,Arlington
Angelina,3,0,Louisville
Lynn,3,112,Oklahoma City
Alexia,4,293,Fayetteville
Harry,1,217,Wien
Leslie,3,87,Hollywood
Sydney,3,32,Stockton
Mark,1,36,Oklahoma City
Crystal,3,208,Saint Paul
Jules,3,33,El Paso
Hayden,4,52,Quebec
Eduardo,2,235,New Orleans
Maxwell,2,4,Charlotte
Ivette,2,79,Omaha
Maddison,4,140,Portland
Doug,2,39,Oklahoma City
Erin,2,122,Cincinnati
Ema,2,31,Richmond
Kimberly,2,175,Columbus
Shelby,3,233,Rome
Nicholas,2,163,Las Vegas
Gabriel,2,103,Paris
Maya,2,83,Tulsa
Joseph,1,86,Escondido
Payton,2,33,San Diego
Bryce,2,259,Santa Ana
Erin,3,180,London
Valentina,4,131,San Diego
Phoebe,1,277,Richmond
George,1,12,Tokyo
Boris,2,147,Washington
Ronald,1,298,Berlin
Joseph,3,165,Stockton
Noah,3,269,Philadelphia
Juliet,3,219,Irving
Tom,2,287,Fayetteville
Lily,1,247,Atlanta
Matt,1,83,Tallahassee
Irene,4,157,Laredo
Susan,3,240,Oklahoma City
Juliet,1,53,Tulsa
Cherish,3,246,Murfreesboro
Tiffany,1,277,Louisville
Bob,4,14,Baltimore
Stephanie,2,185,Rochester
Carolyn,1,166,Hayward
Tyson,3,136,Atlanta
Martin,1,83,Fayetteville
Chelsea,2,228,Stockton
Adelaide,4,32,San Diego
Bernadette,2,0,Lakewood
Mona,3,295,Venice
Bernadette,1,1,Tulsa
William,4,128,Colorado Springs
Aiden,2,293,Fremont
Allison,3,149,Fort Lauderdale
Ellen,4,0,Atlanta
Anthony,3,174,Otawa
Britney,1,98,Saint Paul
Jacob,2,63,Madrid
Tom,3,99,Omaha
Rick,2,112,Sacramento
Mavis,1,254,Lincoln
Carl,1,152,Irving
Hope,1,219,Omaha
Jack,1,115,New Orleans
Gwenyth,2,32,Salt Lake City
Hazel,3,131,Phoenix
Nick,1,276,Seattle
Cecilia,1,81,Toledo
Noemi,4,162,Anaheim
Stephanie,4,229,Otawa
Allison,1,250,Hayward
Nicholas,4,220,Bakersfield
Emely,3,250,San Jose
Sebastian,1,109,Henderson
Alexa,4,89,Scottsdale
Jacob,4,146,New Orleans
Liliana,4,221,Escondido
Denny,2,30,Kansas City
Barry,2,50,Lyon
Sofia,4,43,Nashville
Kassandra,2,191,Venice
Andrea,4,76,Washington
Francesca,2,60,Charlotte
Owen,4,165,Columbus
Candace,1,48,Quebec
Matthew,3,86,Henderson
Luke,4,52,Rochester
Cara,1,237,Salt Lake City
Michael,1,234,Valetta
Eve,2,73,Tulsa
Hayden,2,163,San Francisco
Nathan,2,190,Valetta
Cedrick,3,37,Tulsa
Owen,1,2,Tallahassee
Tyson,1,132,San Jose
Joseph,2,225,Garland
Peter,2,223,Washington
Ronald,1,244,Cincinnati
Hayden,3,115,Pittsburgh
Gabriel,4,69,Milwaukee
George,2,291,Innsbruck
Hailey,4,45,Venice
Payton,3,101,Sacramento
Lana,4,241,Bridgeport
Havana,2,84,Quebec
Denis,3,227,Toledo
Abdul,1,216,Salem
Elijah,2,152,Amarillo
Rosalie,1,259,Lyon
Anais,1,217,Cincinnati
Sebastian,1,174,Bridgeport
Tony,4,289,Santa Ana
Savannah,1,18,Omaha
Hannah,4,32,Madison
Anthony,2,258,New Orleans
Florence,3,81,Moreno Valley
Willow,4,9,Albuquerque
Ryan,3,20,Scottsdale
Wade,3,214,Valetta
Alexander,1,90,Lincoln
Rufus,1,75,Norfolk
Eileen,2,13,Nashville
Logan,3,62,Phoenix
Marvin,1,253,Springfield
Bryon,4,156,Springfield
Tyson,3,137,Rome
Nate,2,65,Madrid
Julianna,3,15,St. Louis
Daria,3,225,St. Louis
Clint,2,10,Orlando
Phillip,1,263,Phoenix
Raquel,3,247,Miami
Lillian,4,154,San Antonio
Johnny,2,245,Wien
Tyson,1,163,Jersey City
Alexander,1,66,Fullerton
Cecilia,3,298,Sacramento
Hank,2,163,San Francisco
Denis,4,178,San Antonio
Tania,4,281,San Francisco
Gabriel,2,291,Hollywood
Jacqueline,3,188,Tulsa
Matthew,2,259,Berna
Vicky,4,256,Las Vegas
Louise,4,139,Kansas City
Kaylee,3,220,Milano
Felicity,1,258,Hayward
Rick,3,3,Albuquerque
Eden,3,299,Richmond
Victoria,1,44,Indianapolis
Clint,1,291,Columbus
Leilani,1,230,Minneapolis
Ronald,4,39,San Antonio
Georgia,3,13,Miami
Penny,4,189,Sacramento
Crystal,4,93,Toledo
Clint,2,90,Fremont
Fred,1,77,Fremont
Maribel,4,200,Washington
Ron,3,57,Santa Ana
Daniel,4,206,Phoenix
Phillip,3,94,Valetta
Carl,3,203,Richmond
Rick,3,150,Scottsdale
Harry,2,124,New Orleans
George,1,93,Zurich
Rae,4,154,Sacramento
Jacqueline,3,187,Salt Lake City
Elijah,4,255,Dallas
Candace,1,154,Amarillo
Barney,1,182,Denver
Anabelle,3,44,Oklahoma City
Nick,1,289,Honolulu
Chadwick,1,5,El Paso
Jade,4,118,Lisbon
Elly,2,232,Prague
Chad,3,111,Sacramento
Peter,1,111,Portland
Maggie,3,35,Fort Lauderdale
Payton,4,288,Innsbruck
Marla,1,190,Toledo
Carl,3,176,Oakland
Rebecca,4,120,Boston
Hailey,4,91,Orlando
Dorothy,4,57,Jersey City
Nathan,4,77,Charlotte
Matt,2,161,Nashville
Summer,1,85,New York
Sydney,3,199,San Antonio
Gwen,1,273,Anaheim
Elijah,3,150,St. Louis
Alexander,4,116,Kansas City
Parker,2,199,Escondido
Joseph,2,25,Worcester
Raquel,3,121,Bellevue
Catherine,1,115,Glendale
Alan,4,191,Lancaster
Emely,4,69,Bakersfield
Nick,3,24,Murfreesboro
Darlene,4,113,San Antonio
Lindsay,1,101,Orlando
Caydence,1,100,Henderson
Marla,3,166,Atlanta
Sarah,4,14,Fayetteville
Eve,1,297,Jacksonville
Charlotte,2,264,Denver
Matthew,4,173,Paris
Macy,3,54,Wien
Lucas,3,32,Murfreesboro
Louise,1,175,London
Peter,4,93,St. Louis
Mabel,1,170,Houston
Barry,1,56,Innsbruck
Liam,4,112,Oakland
Raquel,3,296,Murfreesboro
Shay,4,140,Fremont
Kieth,4,150,Chicago
Cedrick,2,81,Washington
Carissa,1,125,Columbus
Laila,2,260,Pittsburgh
Payton,3,264,Springfield
Melanie,4,238,Boston
Ramon,3,281,Lyon
Denny,3,211,Portland
Lorraine,3,16,San Antonio
Mya,1,117,Paris
Boris,1,233,Seattle
John,4,22,Omaha
Estrella,3,17,Dallas
Marjorie,1,120,Fort Lauderdale
Allison,3,11,Houston
Freya,3,21,Scottsdale
Rick,2,182,Nashville
Eduardo,4,169,Garland
Melody,3,40,Memphis
Sara,3,124,Honolulu
Goldie,4,76,Boston
Marie,1,5,Murfreesboro
Oliver,4,146,London
Carrie,1,224,Otawa
Danny,3,33,Amarillo
Rocco,3,233,Philadelphia
Beatrice,2,52,Arlington
Morgan,1,119,Lakewood
Emma,4,13,Charlotte
Alice,1,226,St. Louis
Ilona,4,214,Berlin
Aeris,3,94,Columbus
Luke,1,47,London
Nate,3,65,Portland
Karla,3,261,Houston
Piper,2,56,Zurich
Carol,4,142,Rome
Noah,3,77,Sacramento
Barney,4,238,Arlington
Johnathan,3,199,Nashville
Fred,4,279,Richmond
Grace,4,284,Philadelphia
Benjamin,3,289,Miami
Keira,4,188,Honolulu
Erick,2,167,London
Alessia,4,180,Jersey City
Brad,4,261,Salt Lake City
Mandy,4,97,San Diego
Emma,3,119,Fullerton
Ryan,4,102,Minneapolis
Eduardo,1,230,Lancaster
Fiona,2,165,Toledo
Barney,2,211,Atlanta
Norah,3,258,Lyon
Carla,2,23,Madrid
Barry,1,181,San Diego
Clint,3,79,Garland
Leroy,1,79,Irving
Tara,2,70,Lisbon
Adeline,4,270,Murfreesboro
Carter,1,97,Denver
Rufus,4,114,Portland
Chester,4,298,Columbus
George,1,123,Fayetteville
Emerald,2,58,Hayward
Daron,1,15,Las Vegas
Dalia,1,25,Tulsa
Hope,1,36,Quebec
Aisha,3,130,Berna
Harry,2,188,Lisbon
Ivette,2,248,Minneapolis
Michael,4,150,Nashville
Nicholas,4,124,Saint Paul
Grace,3,134,Lincoln
Callie,4,121,Richmond
David,4,226,Colorado Springs
Adalie,3,8,Salt Lake City
Manuel,2,221,St. Louis
Benny,3,241,Lisbon
Chad,1,251,Tulsa
Noah,4,173,Orlando
Isabel,1,203,Milano
Harry,1,217,Ontario
Madison,4,90,Santa Ana
Miriam,4,43,Tokyo
Vivian,1,113,Tulsa
Manuel,1,62,Oakland
Sabrina,4,170,Columbus
Mike,3,73,Bellevue
Chad,4,218,Hollywood
Harry,4,13,Oklahoma City
Anthony,4,159,Madison
Daria,3,39,Toledo
Melinda,4,4,Prague
Joseph,2,211,Indianapolis
Louise,3,295,Dallas
Owen,2,117,Pittsburgh
Noah,1,210,Arlington
Brad,2,28,Cincinnati
Barney,3,45,Philadelphia
Maya,4,295,Hollywood
Daron,1,184,Jersey City
Mackenzie,4,268,Huntsville
Kurt,2,134,Escondido
Hazel,1,224,San Francisco
Mark,1,294,Washington
Luke,3,35,Reno
Angel,2,122,Worcester
Mason,2,134,Jacksonville
Audrey,3,50,Milano
Bryce,1,261,Madison
Nicholas,1,186,Innsbruck
Percy,2,87,Toledo
Johnathan,3,53,Berlin
Nicholas,4,262,Colorado Springs
Ramon,4,292,Salem
Boris,1,146,Quebec
Jaylene,3,192,Salem
Julianna,4,51,Jacksonville
Domenic,1,109,Otawa
Sienna,2,77,Venice
Mabel,1,27,Prague
George,1,118,Las Vegas
Barney,4,85,Oakland
Matt,1,284,Boston
Nick,3,31,San Jose
Belinda,2,85,Santa Ana
Florence,4,162,Quebec
David,3,268,Reno
Barry,2,59,Otawa
Benjamin,4,197,Huntsville
Mike,2,13,San Bernardino
Doris,1,208,Louisville
Marvin,4,181,Oklahoma City
Noemi,1,83,Albuquerque
Faith,1,69,Fayetteville
Liv,3,122,Salt Lake City
Anthony,3,106,Seattle
Emma,3,205,Madison
Aileen,4,144,Milwaukee
Mackenzie,4,205,Hollywood
Jasmine,3,129,Tallahassee
Phillip,1,293,Norfolk
Selena,3,175,Reno
Taylor,3,71,Glendale
Rick,3,242,Berlin
Caleb,3,58,Fayetteville
Chester,4,126,Bellevue
Tara,2,24,San Francisco
Fred,3,211,Amarillo
Mark,2,230,St. Louis
Anabelle,3,254,Kansas City
Felicity,4,155,Columbus
Julia,1,272,Zurich
Sienna,2,127,San Jose
Barney,3,263,San Antonio
Kirsten,4,261,Jersey City
Dorothy,4,267,Chicago
Michael,4,67,Portland
Rosie,4,142,El Paso
Fred,4,105,Omaha
Janelle,4,111,Amarillo
Livia,3,11,Henderson
Kieth,4,80,Innsbruck
Carl,1,127,Seattle
Skylar,1,179,Huntsville
Daron,1,298,Santa Ana
Regina,2,92,San Jose
Johnny,3,286,Hollywood
Erick,4,28,London
Carmella,3,72,Lancaster
Andrea,2,295,Cincinnati
Louise,2,133,Denver
Ally,3,74,Jacksonville
Michelle,3,262,Lakewood
Rick,1,132,Atlanta
Candace,4,65,Miami
Remy,4,113,Honolulu
Owen,3,175,San Francisco
Sabrina,1,242,Santa Ana
Gil,3,98,Norfolk
Ally,3,111,Irving
Jack,4,145,Pittsburgh
Ramon,1,297,Milwaukee
Leroy,2,108,Quebec
Wendy,1,153,Miami
